journal_name,title,authors_raw,publication_date,year,doi,url,abstract,n_authors,citations,views,downloads,n_references,topic_label
Big Data and Cognitive Computing,Analysis of China’s High-Speed Railway Network Using Complex Network Theory and Graph Convolutional Networks,"Xu, Zhenguo; Li, Jun; Moulitsas, Irene; Niu, Fangqu",2025/4,2025,10.3390/bdcc9040101,https://www.mdpi.com/2504-2289/9/4/101,"This study investigated the characteristics and functionalities of China’s High-Speed Railway (HSR) network based on Complex Network Theory (CNT) and Graph Convolutional Networks (GCN). First, complex network analysis was applied to provide insights into the network’s fundamental characteristics, such as small-world properties, efficiency, and robustness. Then, this research developed three novel GCN models to identify key nodes, detect community structures, and predict new links. Findings from the complex network analysis revealed that China’s HSR network exhibits a typical small-world property, with a degree distribution that follows a log-normal pattern rather than a power law. The global efficiency indicator suggested that stations are typically connected through direct routes, while the local efficiency indicator showed that the network performs effectively within local areas. The robustness study indicated that the network can quickly lose connectivity if key nodes fail, though it showed an ability initially to self-regulate and has partially restored its structure after disruption. The GCN model for key node identification revealed that the key nodes in the network were predominantly located in economically significant and densely populated cities, positively contributing to the network’s overall efficiency and robustness. The community structures identified by the integrated GCN model highlight the economic and social connections between official urban clusters and the communities. Results from the link prediction model suggest the necessity of improving the long-distance connectivity across regions. Future work will explore the network’s socio-economic dynamics and refine and generalise the GCN models. Keywords: key node identification; community detection; link prediction; small-world network; graph attention networks; variational graph autoencoder; network efficiency and robustness",4,NA,NA,0,40,Machine Learning
Big Data and Cognitive Computing,"Subjective Assessment of a Built Environment by ChatGPT, Gemini and Grok: Comparison with Architecture, Engineering and Construction Expert Perception","Belaroussi, Rachid",2025/4,2025,10.3390/bdcc9040100,https://www.mdpi.com/2504-2289/9/4/100,"The emergence of Multimodal Large Language Models (MLLMs) has made methods of artificial intelligence accessible to the general public in a conversational way. It offers tools for the automated visual assessment of the quality of a built environment for professionals of urban planning without requiring specific technical knowledge on computing. We investigated the capability of MLLMs to perceive urban environments based on images and textual prompts. We compared the outputs of several popular models—ChatGPT, Gemini and Grok—to the visual assessment of experts in Architecture, Engineering and Construction (AEC) in the context of a real estate construction project. Our analysis was based on subjective attributes proposed to characterize various aspects of a built environment. Four urban identities served as case studies, set in a virtual environment designed using professional 3D models. We found that there can be an alignment between human and AI evaluation on some aspects such as space and scale and architectural style, and more general accordance in environments with vegetation. However, there were noticeable differences in response patterns between the AIs and AEC experts, particularly concerning subjective aspects such as the general emotional resonance of specific urban identities. It raises questions regarding the hallucinations of generative AI where the AI invents information and behaves creatively but its outputs are not accurate. Keywords: ChatGPT; Gemini; Grok; built environment; architecture",1,NA,NA,0,35,IA Generativa
Big Data and Cognitive Computing,Predicting College Enrollment for Low-Socioeconomic-Status Students Using Machine Learning Approaches,"He, Surina; Yousefpoori-Naeim, Mehrdad; Cui, Ying; Cutumisu, Maria",2025/4,2025,10.3390/bdcc9040099,https://www.mdpi.com/2504-2289/9/4/99,"College enrollment has long been recognized as a critical pathway to better employment prospects and improved economic outcomes. However, the overall enrollment rates have declined in recent years, and students with a lower socioeconomic status (SES) or those from disadvantaged backgrounds remain significantly underrepresented in higher education. To investigate the factors influencing college enrollment among low-SES high school students, this study analyzed data from the High School Longitudinal Study of 2009 (HSLS:09) using five widely used machine learning algorithms. The sample included 5223 ninth-grade students from lower socioeconomic backgrounds (51% female; Mage = 14.59) whose biological parents or stepparents completed a parental questionnaire. The results showed that, among all five classifiers, the random forest algorithm achieved the highest classification accuracy at 67.73%. Additionally, the top three predictors of enrollment in 2-year or 4-year colleges were students’ overall high school GPA, parental educational expectations, and the number of close friends planning to attend a 4-year college. Conversely, the most important predictors of non-enrollment were high school GPA, parental educational expectations, and the number of close friends who had dropped out of high school. These findings advance our understanding of the factors shaping college enrollment for low-SES students and highlight two important factors for intervention: improving students’ academic performance and fostering future-oriented goals among their peers and parents. Keywords: college enrollment; high school students; socioeconomic status; machine learning techniques",4,NA,NA,0,54,IA Generativa
Big Data and Cognitive Computing,An Enhanced Genetic Algorithm for Optimized Educational Assessment Test Generation Through Population Variation,"Popescu, Doru-Anastasiu",2025/4,2025,10.3390/bdcc9040098,https://www.mdpi.com/2504-2289/9/4/98,"The most important aspect of a genetic algorithm (GA) lies in the optimal solution found. The result obtained by a genetic algorithm can be evaluated according to the quality of this solution. It is important that this solution is optimal or close to optimal in relation to the defined performance criteria, usually the fitness value. This study addresses the problem of automated generation of assessment tests in education. In this paper, we present the design of a model of assessment test generation used in education using genetic algorithms. The assessment covers a series of courses taught over a period of time. The genetic algorithm presents an improvement or development, which consists of the initial population variation, obtained by the selection of a large fixed number of individuals from various populations, which are ordered by the fitness value using merge sort, chosen for the reason of the high number of individuals. The initial population variation can be seen as a specific modality for increasing the diversity and number of the initial population of a genetic algorithm, which influences the algorithm performance. This process increases the diversity and quality of the initial population, improving the algorithm’s overall performance. The development/novelty brought about by this paper is related to its application to a specific issue (educational assessment test generation) and the specific methodology used for population variation. This development can be applied for large sets of individuals, the variety, and the large number of generated individuals leading to higher odds to increase the performance of the algorithm. Experimental results demonstrate that the proposed method outperforms traditional GA implementations in terms of solution quality and convergence speed, showing its effectiveness for large-scale test generation tasks. Keywords: genetic algorithm; population variation; educational assessment; educational test; optimization; merge sort",1,NA,NA,0,55,Otros
Big Data and Cognitive Computing,"Deep Learning for Early Skin Cancer Detection: Combining Segmentation, Augmentation, and Transfer Learning","Karki, Ravi; G C, Shishant; Rezazadeh, Javad; Khan, Ammara",2025/4,2025,10.3390/bdcc9040097,https://www.mdpi.com/2504-2289/9/4/97,"Skin cancer, particularly melanoma, is one of the leading causes of cancer-related deaths. It is essential to detect and start the treatment in the early stages for it to be effective and to improve survival rates. This study developed and evaluated a deep learning-based classification model to classify the skin lesion images as benign (non-cancerous) and malignant (cancerous). In this study, we used the ISIC 2016 dataset to train the segmentation model and the Kaggle dataset of 10,000 images to train the classification model. We applied different data pre-processing techniques to enhance the robustness of our model. We used the segmentation model to generate a binary segmentation mask and used it with the corresponding pre-processed image by overlaying its edges to highlight the lesion region, before feeding it to the classification model. We used transfer learning, using ResNet-50 as a backbone model for a feedforward network. We achieved an accuracy of 92.80%, a precision of 98.64%, and a recall of 86.80%. From our study, we have found that integrating deep learning techniques with proper data pre-processing improves the model’s performance. Future work will focus on expanding the datasets and testing more architectures to improve the performance metrics of the model. Keywords: skin cancer; segmentation; deep-learning; transfer-learning",4,NA,NA,0,19,Machine Learning
Big Data and Cognitive Computing,A Self-Attention CycleGAN for Unsupervised Image Hazing,"Ni, Hongyin; Su, Wanshan",2025/4,2025,10.3390/bdcc9040096,https://www.mdpi.com/2504-2289/9/4/96,"The high cost and difficulty of collecting real-world foggy scene images mean that automatic driving datasets produce limited images in bad weather and lead to deficient training in automatic driving systems, causing unsafe judgments and leading to traffic accidents. Therefore, to effectively promote the safety and robustness of an autonomous driving system, we improved the CycleGAN model to achieve dataset augmentation of foggy images. Firstly, by combining the self-attention mechanism and the residual network architecture, the sense of hierarchy of the fog effect in the synthesized image was significantly refined. Then, LPIPS was employed to adjust the calculation method for cycle consistency loss to make the synthetic picture more similar to the original one in terms of perception. The experimental results showed that the FID index of the foggy image generated by the improved CycleGAN network was reduced by 3.34, the IS index increased by 15.8%, and the SSIM index increased by 0.1%. The modified method enhances the generation of foggy images, while retaining more details of the original image and reducing content distortion. Keywords: foggy images; autopilot; CycleGAN; self-attention mechanism",2,NA,NA,0,32,Otros
Big Data and Cognitive Computing,Bayesian Deep Neural Networks with Agnostophilic Approaches,"McDougall, Sarah; Rauchas, Sarah; Rafe, Vahid",2025/4,2025,10.3390/bdcc9040095,https://www.mdpi.com/2504-2289/9/4/95,"A vital area of AI is the ability of a model to recognise the limits of its knowledge and flag when presented with something unclassifiable instead of making incorrect predictions. It has often been claimed that probabilistic networks, particularly Bayesian neural networks, are unsuited to this problem due to unknown data, meaning that the denominator in Bayes’ equation would be incalculable. This study challenges this view, approaching the task as a blended problem, by considering unknowns to be highly corrupted data, and creating adequate working spaces and generalizations. The core of this method lies in structuring the network in such a manner as to target the high and low confidence levels of the predictions. Instead of simply adjusting for low confidence, developing a consistent gap in the confidence in class predictions between known image types and unseen, unclassifiable data new datapoints can be accurately identified and unknown inputs flagged accordingly through averaged thresholding. In this way, the model is also self-reflecting, using the uncertainties for all data rather than just the unknown subsections in order to determine the limits of its knowledge. The results show that these models are capable of strong performance on a variety of image datasets, with levels of accuracy, recall, and prediction gap consistency across a range of openness levels similar to those achieved using traditional methods. Keywords: Bayesian neural networks; open set recognition; computer vision; classification-with-rejection; probabilistic models",3,NA,NA,0,31,Machine Learning
Big Data and Cognitive Computing,AI-Powered Trade Forecasting: A Data-Driven Approach to Saudi Arabia’s Non-Oil Exports,"Aloudah, Musab; Alajmi, Mahdi; Sagheer, Alaa; Algosaibi, Abdulelah; Almarri, Badr; Albelwi, Eid",2025/4,2025,10.3390/bdcc9040094,https://www.mdpi.com/2504-2289/9/4/94,"This paper investigates the application of artificial intelligence (AI) in forecasting Saudi Arabia’s non-oil export trajectories, contributing to the Kingdom’s Vision 2030 objectives for economic diversification. A suite of machine learning models, including LSTM, Transformer variants, Ensemble Stacking, XGBRegressor, and Random Forest, was applied to historical export and GDP data. Among them, the Advanced Transformer model, configured with an increased attention head size, achieved the highest accuracy (MAPE: 0.73%), effectively capturing complex temporal dependencies. The Non-Linear Blending Ensemble, integrating Random Forest, XGBRegressor, and AdaBoost, also performed robustly (MAPE: 1.23%), demonstrating the benefit of leveraging heterogeneous learners. While the Temporal Fusion Transformer (TFT) provided a useful macroeconomic context through GDP integration, its relatively higher error (MAPE: 5.48%) highlighted the challenges of incorporating aggregate indicators into forecasting pipelines. Explainable AI tools, including SHAP analysis and Partial Dependence Plots (PDPs), revealed that recent export lags (lag1, lag2, lag3, and lag10) were the most influential features, offering critical transparency into model behavior. These findings reinforce the promise of interpretable AI-powered forecasting frameworks in delivering actionable, data-informed insights to support strategic economic planning. Keywords: artificial intelligence; machine learning; economic forecasting; non-oil exports; time-series forecasting; Transformer models; ensemble learning; Explainable AI; industrial data mining; trade prediction",6,NA,NA,0,35,Machine Learning
Big Data and Cognitive Computing,A Comparison of Data Quality Frameworks: A Review,"Miller, Russell; Chan, Sai Hin Matthew; Whelan, Harvey; Gregório, João",2025/4,2025,10.3390/bdcc9040093,https://www.mdpi.com/2504-2289/9/4/93,"This study reviews various data quality frameworks that have some form of regulatory backing. The aim is to identify how these frameworks define, measure, and apply data quality dimensions. This review identified generalisable frameworks, such as TDQM, ISO 8000, and ISO 25012, and specialised frameworks, such as IMF’s DQAF, BCBS 239, WHO’s DQA, and ALCOA+. A standardised data quality model was employed to map the dimensions of the data from each framework to a common vocabulary. This mapping enabled a gap analysis that highlights the presence or absence of specific data quality dimensions across the examined frameworks. The analysis revealed that core data quality dimensions such as “accuracy”, “completeness”, “consistency”, and “timeliness” are equally and well represented across all frameworks. In contrast, dimensions such as “semantics” and “quantity” were found to be overlooked by most frameworks, despite their growing impact for data practitioners as tools such as knowledge graphs become more common. Frameworks tailored to specific domains were also found to include fewer overall data quality dimensions but contained dimensions that were absent from more general frameworks, highlighting the need for a standardised approach that incorporates both established and emerging data quality dimensions. This work condenses information on commonly used and regulation-backed data quality frameworks, allowing practitioners to develop tools and applications to apply these frameworks that are compliant with standards and regulations. The bibliometric analysis from this review emphasises the importance of adopting a comprehensive quality framework to enhance governance, ensure regulatory compliance, and improve decision-making processes in data-rich environments. Keywords: data quality frameworks; data quality; data management; data regulations; data governance; TDQM; ISO 8000; ISO 25012; DAMA DMBoK; ALCOA+",4,NA,NA,0,137,Otros
Big Data and Cognitive Computing,CME-YOLO: A Cross-Modal Enhanced YOLO Algorithm for Adverse Weather Object Detection in Autonomous Driving,"Yuan, Yifei; Wei, Yingmei; Guo, Yanming; Chen, Jiangming; Jiang, Tingshuai",2025/4,2025,10.3390/bdcc9040092,https://www.mdpi.com/2504-2289/9/4/92,"In open and dynamic environments, object detection is affected by rain, fog, snow, and complex lighting conditions, leading to decreased accuracy and posing a threat to driving safety. Infrared images can provide clear images at nighttime or in adverse weather conditions. Combined with the mature development of existing cross-modality object detection technologies, both of them offer support for addressing object detection issues in adverse weather scenarios. This paper establishes a novel dataset named Adverse Weather and Illumination Dataset (AWID) to simulate intricate real-world scenarios and proposes a cross-modal object detection algorithm for adverse weather scenarios in autonomous driving, named CME-YOLO, which is based on RGB and infrared images. It integrates the Cross-Perception Transformer Fusion algorithm, CPTFusion, and the Adaptive upsampling technique, AdSample, to enhance the extraction of detailed information and supplement effective information. CPTFusion fuses features from different modalities through multi-scale feature extraction and optimal fusion strategy computation. AdSample adaptively improves the utilization of key features and the quality of the resulting feature tensor. Experiments on two public datasets and AWID show that CME-YOLO performs optimally, with an mAP50 value on the FLIR dataset 6.8% higher than the state-of-the-art MPFT algorithm, verifying its excellent performance in autonomous driving object detection tasks. Keywords: autonomous driving; deep learning; cross-modality; object detection",5,NA,NA,0,53,Machine Learning
Big Data and Cognitive Computing,Examining the User Engagement on Mind-Sport Online Games: A Social Cognitive Theory and Word-of-Mouth Based Model Proposal,"Linares, Manuela; Gallego, M. Dolores; Bueno, Salvador",2025/4,2025,10.3390/bdcc9040091,https://www.mdpi.com/2504-2289/9/4/91,"Online gamers have increased exponentially in the last few years in all types of online games, including mind-sport games. These games, like Bridge or Chess, have been traditionally played face-to-face. Nowadays more and more players prefer to use online platforms to play mind-sport games. Previous studies have investigated different aspects of online games and even a few on mind-sport games. However, the frameworks WOM (Word-of-Mouth) and SCT (Social Cognitive Theory) have been sparsely used in this context. In this manner, the present article proposes two objectives: (1) using the SCT in order to analyse the impact of the sociological factor on user engagement in mind-sport online games and (2) analysing how the WOM affects user engagement in mind-sport online games. Specifically, the proposed PLS-SEM model is defined by combining five constructs from these frameworks: (1) health consciousness, (2) WOM and emotional behaviour, (3) self-efficacy, (4) cognitive engagement, and (5) behavioural intention. The findings reveal that health consciousness affects WOM and emotional behaviour in a positive way as players desire well-being. Also, WOM and emotional behaviour affect cognitive engagement, as positive comments encourage high-skill gamers in mind sports. Finally, this study shows how the environmental factor of SCT is represented by WOM and emotional behaviour in an indirect way and the personal factor represented by self-efficacy in a direct way to positively influence behaviour intention. Keywords: online games; mind-sport games; Social Cognitive Theory (SCT); Word-of-Mouth (WOM); user engagement",3,NA,NA,0,74,Otros
Big Data and Cognitive Computing,Joint Optimization of Route and Speed for Methanol Dual-Fuel Powered Ships Based on Improved Genetic Algorithm,"Li, Zhao; Zhang, Hao; Zhang, Jinfeng; Wu, Bo",2025/4,2025,10.3390/bdcc9040090,https://www.mdpi.com/2504-2289/9/4/90,"Effective route and speed decision-making can significantly reduce vessel operating costs and emissions. However, existing optimization methods developed for conventional fuel-powered vessels are inadequate for application to methanol dual-fuel ships, which represent a new energy vessel type. To address this gap, this study investigates the operational characteristics of methanol dual-fuel liners and develops a mixed-integer nonlinear programming (MINLP) model aimed at minimizing operating costs. Furthermore, an improved genetic algorithm (GA) integrated with the Nonlinear Programming Branch-and-Bound (NLP-BB) method is proposed to solve the model. The case study results demonstrate that the proposed approach can reduce operating costs by more than 15% compared to conventional route and speed strategies while also effectively decreasing emissions of CO2, NOx, SOx, PM, and CO. Additionally, comparative experiments reveal that the designed algorithm outperforms both the GA and the Linear Interactive and General Optimizer (LINGO) solver for identifying optimal route and speed solutions. This research provides critical insights into the operational dynamics of methanol dual-fuel vessels, demonstrating that traditional route and speed optimization strategies for conventional fuel vessels are not directly applicable. This study provides critical insights into the optimization of voyage decision-making for methanol dual-fuel vessels, demonstrating that traditional route and speed optimization strategies designed for conventional fuel vessels are not directly applicable. It further elucidates the impact of methanol fuel tank capacity on voyage planning, revealing that larger tank capacities offer greater operational flexibility and improved economic performance. These findings provide valuable guidance for shipping companies in strategically planning methanol dual-fuel operations, enhancing economic efficiency while reducing vessel emissions. Keywords: methanol dual-fuel-powered ships; route and speed optimization; MINLP model; GA; LINGO solver",4,NA,NA,0,63,Otros
Big Data and Cognitive Computing,Quinary Classification of Human Gait Phases Using Machine Learning: Investigating the Potential of Different Training Methods and Scaling Techniques,"Mekni, Amal; Narayan, Jyotindra; Gritli, Hassène",2025/4,2025,10.3390/bdcc9040089,https://www.mdpi.com/2504-2289/9/4/89,"Walking is a fundamental human activity, and analyzing its complexities is essential for understanding gait abnormalities and musculoskeletal disorders. This article delves into the classification of gait phases using advanced machine learning techniques, specifically focusing on dividing these phases into five distinct subphases. The study utilizes data from 100 individuals obtained from an open-access platform and employs two distinct training methodologies. The first approach adopts stratified random sampling, where 80% of the data from each subphase are allocated for training and 20% for testing. The second approach involves participant-based splitting, training on data from 80% of the individuals and testing on the remaining 20%. Preprocessing methods such as Min–Max Scaling (MMS), Standard Scaling (SS), and Principal Component Analysis (PCA) were applied to the dataset to ensure optimal performance of the machine learning models. Several algorithms were implemented, including k-Nearest Neighbors (k-NNs), Logistic Regression (LR), Decision Tree (DT), Random Forest (RF), Support Vector Machine (SVM), Naive Bayes (Gaussian, Bernoulli, and Multinomial) (NB), Linear Discriminant Analysis (LDA), and Quadratic Discriminant Analysis (QDA). The models were rigorously evaluated using performance metrics like cross-validation score, Mean Squared Error (MSE), Root Mean Squared Error (RMSE), accuracy, and R2 score, offering a comprehensive assessment of their effectiveness in classifying gait phases. In the five subphases analysis, RF again performed strongly with a 94.95% accuracy, an RMSE of 0.4461, and an R2 score of 90.09%, demonstrating robust performance across all scaling methods. Keywords: gait phase classification; machine learning; random forest; principal component analysis; k-Nearest Neighbors; Support Vector Machine; Logistic Regression; Min–Max scaling; Standard Scaling",3,NA,NA,0,35,Machine Learning
Big Data and Cognitive Computing,Harnessing the Power of Multi-Source Media Platforms for Public Perception Analysis: Insights from the Ohio Train Derailment,"Hu, Tao; Huang, Xiao; Li, Yun; Fu, Xiaokang",2025/4,2025,10.3390/bdcc9040088,https://www.mdpi.com/2504-2289/9/4/88,"Media platforms provide an effective way to gauge public perceptions, especially during mass disruption events. This research explores public responses to the 2023 Ohio train derailment event through Twitter, currently known as X, and Google Trends. It aims to unveil public sentiments and attitudes by employing sentiment analysis using the Valence Aware Dictionary and Sentiment Reasoner (VADER) and topic modeling using Latent Dirichlet Allocation (LDA) on geotagged tweets across three phases of the event: impact and immediate response, investigation, and recovery. Additionally, the Self-Organizing Map (SOM) model is employed to conduct time-series clustering analysis of Google search patterns, offering a deeper understanding into the event’s spatial and temporal impact on society. The results reveal that public perceptions related to pollution in communities exhibited an inverted U-shaped curve during the initial two phases on both the Twitter and Google Search platforms. However, in the third phase, the trends diverged. While public awareness declined on Google Search, it experienced an uptick on Twitter, a shift that can be attributed to governmental responses. Furthermore, the topics of Twitter discussions underwent a transition across three phases, changing from a focus on the causes of fires and evacuation strategies in Phase 1, to river pollution and trusteeship issues in Phase 2, and finally converging on government actions and community safety in Phase 3. Overall, this study advances a multi-platform and multi-method framework to uncover the spatiotemporal dynamics of public perception during disasters, offering actionable insights for real-time, region-specific crisis management. Keywords: social media; disaster management; sentiment analysis; topic modeling",4,NA,NA,0,30,Otros
Big Data and Cognitive Computing,"LLM Fine-Tuning: Concepts, Opportunities, and Challenges","Wu, Xiao-Kun; Chen, Min; Li, Wanyi; Wang, Rui; Lu, Limeng; Liu, Jia; Hwang, Kai; Hao, Yixue; Pan, Yanru; Meng, Qingguo; Huang, Kaibin; Hu, Long; Guizani, Mohsen; Chao, Naipeng; Fortino, Giancarlo; Lin, Fei; Tian, Yonglin; Niyato, Dusit; Wang, Fei-Yue",2025/4,2025,10.3390/bdcc9040087,https://www.mdpi.com/2504-2289/9/4/87,"As a foundation of large language models, fine-tuning drives rapid progress, broad applicability, and profound impacts on human–AI collaboration, surpassing earlier technological advancements. This paper provides a comprehensive overview of large language model (LLM) fine-tuning by integrating hermeneutic theories of human comprehension, with a focus on the essential cognitive conditions that underpin this process. Drawing on Gadamer’s concepts of Vorverständnis, Distanciation, and the Hermeneutic Circle, the paper explores how LLM fine-tuning evolves from initial learning to deeper comprehension, ultimately advancing toward self-awareness. It examines the core principles, development, and applications of fine-tuning techniques, emphasizing its growing significance across diverse field and industries. The paper introduces a new term, “Tutorial Fine-Tuning (TFT)”, which annotates a process of intensive tuition given by a “tutor” to a small number of “students”, to define the latest round of LLM fine-tuning advancements. By addressing key challenges associated with fine-tuning, including ensuring adaptability, precision, credibility and reliability, this paper explores potential future directions for the co-evolution of humans and AI. By bridging theoretical perspectives with practical implications, this work provides valuable insights into the ongoing development of LLMs, emphasizing their potential to achieve higher levels of cognitive and operational intelligence. Keywords: large language models (LLM); fine-tuning; hermeneutics; comprehension; tutorial fine-tuning; human–AI co-evolution",19,NA,NA,0,106,IA Generativa
Big Data and Cognitive Computing,Development of a Predictive Model for the Biological Activity of Food and Microbial Metabolites Toward Estrogen Receptor Alpha (ERα) Using Machine Learning,"Kuznetsov, Maksim; Chernyavskaya, Olga; Kutuzov, Mikhail; Vilkova, Daria; Novichenko, Olga; Stolyarova, Alla; Mashin, Dmitry; Nikitin, Igor",2025/4,2025,10.3390/bdcc9040086,https://www.mdpi.com/2504-2289/9/4/86,"The interaction of estrogen receptor alpha (ERα) with various metabolites—both endogenous and exogenous, such as those present in food products, as well as gut microbiota-derived metabolites—plays a critical role in modulating the hormonal balance in the human body. In this study, we evaluated a suite of 27 machine learning models and, following systematic optimization and rigorous performance comparison, identified linear discriminant analysis (LDA) as the most effective predictive approach. A meticulously curated dataset comprising 75 molecular descriptors derived from compounds with known ERα activity was assembled, enabling the model to achieve an accuracy of 89.4% and an F1 score of 0.93, thereby demonstrating high predictive efficacy. Feature importance analysis revealed that both topological and physicochemical descriptors—most notably FractionCSP3 and AromaticProportion—play pivotal roles in the potential binding to ERα. Subsequently, the model was applied to chemicals commonly encountered in food products, such as indole and various phenolic compounds, indicating that approximately 70% of these substances exhibit activity toward ERα. Moreover, our findings suggest that food processing conditions, including fermentation, thermal treatment, and storage parameters, can significantly influence the formation of these active metabolites. These results underscore the promising potential of integrating predictive modeling into food technology and highlight the need for further experimental validation and model refinement to support innovative strategies for developing healthier and more sustainable food products. Keywords: machine learning; linear discriminant analysis (LDA); metabolites; estrogen receptor alpha (ERα); food technology; functional food products",8,NA,NA,0,57,Machine Learning
Big Data and Cognitive Computing,"A Verifiable, Privacy-Preserving, and Poisoning Attack-Resilient Federated Learning Framework","Mbonu, Washington Enyinna; Maple, Carsten; Epiphaniou, Gregory; Panchev, Christo",2025/4,2025,10.3390/bdcc9040085,https://www.mdpi.com/2504-2289/9/4/85,"Federated learning is the on-device, collaborative training of a global model that can be utilized to support the privacy preservation of participants’ local data. In federated learning, there are challenges to model training regarding privacy preservation, security, resilience, and integrity. For example, a malicious server can indirectly obtain sensitive information through shared gradients. On the other hand, the correctness of the global model can be corrupted through poisoning attacks from malicious clients using carefully manipulated updates. Many related works on secure aggregation and poisoning attack detection have been proposed and applied in various scenarios to address these two issues. Nevertheless, existing works are based on the trust confidence that the server will return correctly aggregated results to the participants. However, a malicious server may return false aggregated results to participants. It is still an open problem to simultaneously preserve users’ privacy and defend against poisoning attacks while enabling participants to verify the correctness of aggregated results from the server. In this paper, we propose a privacy-preserving and poisoning attack-resilient federated learning framework that supports the verification of aggregated results from the server. Specifically, we design a zero-trust dual-server architectural framework instead of a traditional single-server scheme based on trust. We exploit additive secret sharing to eliminate the single point of exposure of the training data and implement a weight selection and filtering strategy to enhance robustness to poisoning attacks while supporting the verification of aggregated results from the servers. Theoretical analysis and extensive experiments conducted on real-world data demonstrate the practicability of our proposed framework. Keywords: privacy preservation; poisoning attack; correctness of aggregation; zero trust; federated learning",4,NA,NA,0,72,Otros
Big Data and Cognitive Computing,Uncertainty-Aware δ-GLMB Filtering for Multi-Target Tracking,"Sepanj, M. Hadi; Moradi, Saed; Azimifar, Zohreh; Fieguth, Paul",2025/4,2025,10.3390/bdcc9040084,https://www.mdpi.com/2504-2289/9/4/84,"The δ-GLMB filter is an analytic solution to the multi-target Bayes recursion used in multi-target tracking. It extends the Generalised Labelled Multi-Bernoulli (GLMB) framework by providing an efficient and scalable implementation while preserving track identities, making it a widely used approach in the field. Theoretically, the δ-GLMB filter handles uncertainties in measurements in its filtering procedure. However, in practice, degeneration of the measurement quality affects the performance of this filter. In this paper, we discuss the effects of increasing measurement uncertainty on the δ-GLMB filter and also propose two heuristic methods to improve the performance of the filter in such conditions. The base idea of the proposed methods is to utilise the information stored in the history of the filtering procedure, which can be used to decrease the measurement uncertainty effects on the filter. Since GLMB filters have shown good results in the field of multi-target tracking, an uncertainty-immune δ-GLMB can serve as a strong tool in this area. In this study, the results indicate that the proposed heuristic ideas can improve the performance of filtering in the presence of uncertain observations. Experimental evaluations demonstrate that the proposed methods enhance track continuity and robustness, particularly in scenarios with low detection rates and high clutter, while maintaining computational feasibility. Keywords: multi-target tracking; n-scan δ-GLMB; refined δ-GLMB; measurement uncertainty effect reduction",4,NA,NA,0,61,Otros
Big Data and Cognitive Computing,"COVID-19 Severity Classification Using Hybrid Feature Extraction: Integrating Persistent Homology, Convolutional Neural Networks and Vision Transformers","Assefa, Redet; Mamuye, Adane; Piangerelli, Marco",2025/4,2025,10.3390/bdcc9040083,https://www.mdpi.com/2504-2289/9/4/83,"This paper introduces a model that automates the diagnosis of a patient’s condition, reducing reliance on highly trained professionals, particularly in resource-constrained settings. To ensure data consistency, the dataset was preprocessed for uniformity in size, format, and color channels. Image quality was further enhanced using histogram equalization to improve the dynamic range. Lung regions were isolated using segmentation techniques, which also eliminated extraneous areas from the images. A modified segmentation-based cropping technique was employed to define an optimal cropping rectangle. Feature extraction was performed using persistent homology, deep learning, and hybrid methodologies. Persistent homology captured topological features across multiple scales, while the deep learning model leveraged convolutional transition equivariance, input-adaptive weighting, and the global receptive field provided by Vision Transformers. By integrating features from both methods, the classification model effectively predicted severity levels (mild, moderate, severe). The segmentation-based cropping method showed a modest improvement, achieving 80% accuracy, while stand-alone persistent homology features reached 66% accuracy. Notably, the hybrid model outperformed existing approaches, including SVM, ResNet50, and VGG16, achieving an accuracy of 82%. Keywords: COVID-19; chest X-ray; vision transformer; self-attention; CoatNet; topological data analysis; persistent homology; Betti curve",3,NA,NA,0,45,Machine Learning
Big Data and Cognitive Computing,Reinforced Residual Encoder–Decoder Network for Image Denoising via Deeper Encoding and Balanced Skip Connections,"Boucherit, Ismail; Kheddar, Hamza",2025/4,2025,10.3390/bdcc9040082,https://www.mdpi.com/2504-2289/9/4/82,"Traditional image denoising algorithms often struggle with real-world complexities such as spatially correlated noise, varying illumination conditions, sensor-specific noise patterns, motion blur, and structural distortions. This paper presents an enhanced residual denoising network, R-REDNet, which stands for Reinforced Residual Encoder–Decoder Network. The proposed architecture incorporates deeper convolutional layers in the encoder and replaces additive skip connections with averaging operations to improve feature extraction and noise suppression. Additionally, the method leverages an iterative refinement approach, further enhancing its denoising performance. Experiments conducted on two real-world noisy image datasets demonstrate that R-REDNet outperforms current state-of-the-art approaches. Specifically, it attained a peak signal-to-noise ratio of 44.01 dB and a structural similarity index of 0.9931 on Dataset 1, and it obtained a peak signal-to-noise ratio of 46.15 dB with a structural similarity index of 0.9955 on Dataset 2. These findings confirm the efficiency of our method in delivering high-quality image restoration while preserving fine details. Keywords: image denoising; REDNet; skip connections; residual networks; deep learning; autoencoder",2,NA,NA,0,50,Machine Learning
